run_id,timestamp,model,n_test,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc_macro_ovr,inference_latency_us_per_sample,experiment,tag,track,model_kind,n_features,train_fraction,n_train_rows
20260916_114036,2026-09-16T11:50:56,merged_all39_catboost,8686,0.7621459820400645,0.6159766503904596,0.6773084307819965,0.6276347222178076,0.8499883121127519,0.7621459820400645,0.7833777301146574,0.9696063117466747,0.9844922863750262,exp1_dataset_comparison,merged_all39,heavy,catboost,39,,
20260916_114036,2026-09-16T11:50:57,merged_all39_random_forest,8686,0.7583467649090491,0.5929283794185001,0.6631510961520833,0.5994678228010789,0.8480770885208047,0.7583467649090491,0.7803721464616927,0.966763546377713,8.723819940145153,exp1_dataset_comparison,merged_all39,heavy,random_forest,39,,
20260916_114036,2026-09-16T11:50:58,merged_all39_decision_tree,8686,0.7693990329265484,0.5771708927921138,0.6671603985630412,0.5880179595194908,0.830963727481817,0.7693990329265484,0.7873215237390968,0.8750506319129876,0.4174533734206531,exp1_dataset_comparison,merged_all39,lite,decision_tree,39,,
20260916_114036,2026-09-16T11:50:59,merged_all39_random_forest_lite,8686,0.7385447847110292,0.5881289650697447,0.67340464945435,0.5935430381907643,0.8485253958832455,0.7385447847110292,0.7637016860046626,0.9657205956236043,3.774061708502824,exp1_dataset_comparison,merged_all39,lite,random_forest_lite,39,,
20260916_114036,2026-09-16T11:51:01,merged_all39_logistic_regression,8686,0.6938752014736357,0.5091803158085412,0.5352945577287973,0.49800596863439484,0.8264125006994646,0.6938752014736357,0.7216969624805651,0.9622557051576411,0.3838360581285724,exp1_dataset_comparison,merged_all39,lite,logistic_regression,39,,
20260916_114036,2026-09-16T11:51:02,merged_all39_extra_trees,8686,0.6854708726686622,0.5525623868408776,0.6115340392229343,0.5365014866359558,0.8457295607903034,0.6854708726686622,0.7154448976496276,0.9614011538245721,5.380174994290353,exp1_dataset_comparison,merged_all39,lite,extra_trees,39,,
20260916_114036,2026-09-16T11:51:48,watai_heavy23_xgboost,9339,0.9886497483670629,0.869306088914066,0.8197215776502825,0.8333500783176913,0.9901257580034937,0.9886497483670629,0.9891129256180017,0.9981088665229738,20.348324231603822,exp2_feature_reduction,watai_heavy23,heavy,xgboost,23,,
20260916_114036,2026-09-16T11:51:51,watai_heavy23_lightgbm,9339,0.9898276046685941,0.7203268437684869,0.7158758523200764,0.7148738494262497,0.9897716225365261,0.9898276046685941,0.9897061387357963,0.9973433991646149,24.63497162437937,exp2_feature_reduction,watai_heavy23,heavy,lightgbm,23,,
20260916_114036,2026-09-16T11:51:56,watai_heavy23_catboost,9339,0.9859728022272192,0.6340051713611932,0.6735511571447632,0.6478165339165698,0.9881759028700943,0.9859728022272192,0.9867102282695396,0.9971387255505709,0.9711639361387552,exp2_feature_reduction,watai_heavy23,heavy,catboost,23,,
20260916_114036,2026-09-16T11:51:57,watai_heavy23_random_forest,9339,0.9817967662490631,0.6182649836435498,0.6543527471983612,0.6271982960576732,0.986058186662229,0.9817967662490631,0.9833604177430054,0.9958759154655754,9.097783488724213,exp2_feature_reduction,watai_heavy23,heavy,random_forest,23,,
20260916_114036,2026-09-16T11:51:58,watai_lite12_decision_tree,9339,0.7522218652960703,0.4174906565941978,0.5428620737939929,0.43789442198880746,0.8105084207841216,0.7522218652960703,0.7740980578521237,0.8141319677460941,0.2981903845038719,exp2_feature_reduction,watai_lite12,lite,decision_tree,12,,
20260916_114036,2026-09-16T11:51:59,watai_lite12_random_forest_lite,9339,0.744298104722133,0.46763985870222824,0.542950596478858,0.4829805614614874,0.8298787603826699,0.744298104722133,0.7694346229225816,0.956536025207755,3.481646857236073,exp2_feature_reduction,watai_lite12,lite,random_forest_lite,12,,
20260916_114036,2026-09-16T11:52:00,watai_lite12_logistic_regression,9339,0.4845272513117036,0.4262619599570374,0.4316248857676788,0.36027043005261516,0.8308197346692564,0.4845272513117036,0.5139553032396841,0.8228030929605759,0.19075918183927262,exp2_feature_reduction,watai_lite12,lite,logistic_regression,12,,
20260916_114036,2026-09-16T11:52:00,watai_lite12_extra_trees,9339,0.582396402184388,0.47504186688585187,0.49839446111871155,0.44638106602255834,0.8328839473508391,0.582396402184388,0.6191042946474511,0.9468196139209146,3.571420923105804,exp2_feature_reduction,watai_lite12,lite,extra_trees,12,,
20260916_114036,2026-09-16T11:52:42,merged_heavy23_xgboost,8686,0.7649090490444393,0.6141474796241362,0.6646534850305204,0.623740423756545,0.8480858720773005,0.7649090490444393,0.7852874597144746,0.9706016147478815,9.685137002091276,exp2_feature_reduction,merged_heavy23,heavy,xgboost,23,,
20260916_114036,2026-09-16T11:52:45,merged_heavy23_lightgbm,8686,0.7561593368639189,0.5814175381796485,0.5934888644811409,0.577845618275311,0.8328305144468052,0.7561593368639189,0.7765094401154571,0.9662729646759969,31.683525212986275,exp2_feature_reduction,merged_heavy23,heavy,lightgbm,23,,
20260916_114036,2026-09-16T11:52:49,merged_heavy23_catboost,8686,0.7664057103384757,0.6066421081135485,0.6676566395394297,0.618882546867936,0.8488794197247569,0.7664057103384757,0.7863479953243454,0.9708629843188246,1.1879346074096355,exp2_feature_reduction,merged_heavy23,heavy,catboost,23,,
20260916_114036,2026-09-16T11:52:50,merged_heavy23_random_forest,8686,0.7479852636426433,0.5963882350182247,0.6616288274430855,0.5977034909595081,0.8504938447773399,0.7479852636426433,0.7718535301381297,0.9669571081541241,9.78670274005791,exp2_feature_reduction,merged_heavy23,heavy,random_forest,23,,
20260916_114036,2026-09-16T11:52:51,merged_lite12_decision_tree,8686,0.6577250748330647,0.5556681309504112,0.6221783112157275,0.5470648653105379,0.8006445223149998,0.6577250748330647,0.6911151597073025,0.8495640279888683,0.2783559751704256,exp2_feature_reduction,merged_lite12,lite,decision_tree,12,,
20260916_114036,2026-09-16T11:52:52,merged_lite12_random_forest_lite,8686,0.6458669122726226,0.5745990106543689,0.6343406444736914,0.5628028138494627,0.8107300679404539,0.6458669122726226,0.6807253288284677,0.9528820452934714,3.561247985264165,exp2_feature_reduction,merged_lite12,lite,random_forest_lite,12,,
20260916_114036,2026-09-16T11:52:53,merged_lite12_logistic_regression,8686,0.6219203315680405,0.48525821142270004,0.5173662452853574,0.44322422354846525,0.7936588172422406,0.6219203315680405,0.6569557246125193,0.9449368046002172,0.19571724622497508,exp2_feature_reduction,merged_lite12,lite,logistic_regression,12,,
20260916_114036,2026-09-16T11:52:54,merged_lite12_extra_trees,8686,0.6410315450149666,0.5283322406513079,0.5953264918651443,0.5119029992549105,0.8069344441923069,0.6410315450149666,0.6764141857058492,0.9497937085954927,11.482304858421328,exp2_feature_reduction,merged_lite12,lite,extra_trees,12,,
20260916_114036,2026-09-16T11:53:31,watai_with_srate_drate_46_xgboost_flat,9339,0.9900417603597815,0.8487867372234598,0.8166430592999474,0.8240122502902818,0.9911081272534951,0.9900417603597815,0.990402031504617,0.9982539528715157,20.317218117640845,exp3_srate_drate_ablation,watai_with_srate_drate_46,heavy,xgboost_flat8,43,,
20260916_114036,2026-09-16T11:53:36,watai_with_srate_drate_46_xgboost_ddos_vs_dos,8419,0.9983370946668251,0.9964170007212768,0.9982687286287639,0.997339700393197,0.9983430634842194,0.9983370946668251,0.9983386425143883,0.999585012248832,3.6068773012844773,exp3_srate_drate_ablation,watai_with_srate_drate_46,heavy,xgboost_ddos_vs_dos,43,,
20260916_114036,2026-09-16T11:54:10,watai_without_srate_drate_39_xgboost_flat,9339,0.9898276046685941,0.8442724720579464,0.8173932136726536,0.8211420336692224,0.9913462603565881,0.9898276046685941,0.9903571205675581,0.9980558443502663,16.533643859071116,exp3_srate_drate_ablation,watai_without_srate_drate_39,heavy,xgboost_flat8,37,,
20260916_114036,2026-09-16T11:54:14,watai_without_srate_drate_39_xgboost_ddos_vs_dos,8419,0.9983370946668251,0.9964170007212768,0.9982687286287639,0.997339700393197,0.9983430634842194,0.9983370946668251,0.9983386425143883,0.9996377902245963,6.153331749638502,exp3_srate_drate_ablation,watai_without_srate_drate_39,heavy,xgboost_ddos_vs_dos,37,,
20260916_114036,2026-09-16T11:54:38,watai_xgboost_frac0.1,9339,0.9709819038440947,0.6202244444375107,0.6705162532838325,0.6401595415726778,0.9754436076390914,0.9709819038440947,0.9727210546728834,0.9832131063436493,17.857029660466367,exp4_data_volume_scaling,watai_frac_0.1,heavy,xgboost,43,0.1,433.0
20260916_114036,2026-09-16T11:55:04,watai_xgboost_frac0.25,9339,0.9815826105578755,0.6630483680012936,0.6963236287633171,0.6724814300377304,0.9845350106590529,0.9815826105578755,0.9825440710085833,0.9942243524636085,10.484238141294933,exp4_data_volume_scaling,watai_frac_0.25,heavy,xgboost,43,0.25,1083.0
20260916_114036,2026-09-16T11:55:35,watai_xgboost_frac0.5,9339,0.9897205268230003,0.8155814476932579,0.7557305458973138,0.7606988843181579,0.9911593629064063,0.9897205268230003,0.9901222135958457,0.9966608732035018,17.39567405488619,exp4_data_volume_scaling,watai_frac_0.5,heavy,xgboost,43,0.5,2167.0
20260916_114036,2026-09-16T11:56:06,watai_xgboost_frac0.75,9339,0.9896134489774066,0.8648460443844673,0.7738969714903752,0.7877976234192976,0.9910592113169362,0.9896134489774066,0.9900138173242936,0.9979959350525323,11.046643109651663,exp4_data_volume_scaling,watai_frac_0.75,heavy,xgboost,43,0.75,3251.0
20260916_114036,2026-09-16T11:56:41,watai_xgboost_frac1.0,9339,0.9900417603597815,0.8487867372234598,0.8166430592999474,0.8240122502902818,0.9911081272534951,0.9900417603597815,0.990402031504617,0.9982539528715157,19.538558732270044,exp4_data_volume_scaling,watai_frac_1.0,heavy,xgboost,43,1.0,4335.0
20260916_114036,2026-09-16T11:57:19,flat_xgboost,9339,0.9900417603597815,0.8487867372234598,0.8166430592999474,0.8240122502902818,0.9911081272534951,0.9900417603597815,0.990402031504617,0.9982539528715157,20.806478209763426,exp5_three_stage_justification,watai,heavy,flat_baseline,43,,
20260916_114036,2026-09-16T11:57:58,three_stage_cascade,9339,0.9912196166613128,0.8408700191893719,0.7922023199457628,0.8074552690744491,0.9915760257152526,0.9912196166613128,0.9912379362691311,0.9937191685385761,24.914680372631906,exp5_three_stage_justification,watai,heavy,three_stage_cascade,43,,
